age,gender,daily_social_media_time,social_platform_preference,stress_level,sleep_hours,days_feeling_burnout_per_month
20,Male,0.0,Facebook,5.0,7.42,6
21,Male,0.54,Facebook,8.0,9.53,13
59,Male,2.45,Instagram,8.0,6.5,19
53,Male,3.03,Instagram,2.0,6.73,14
32,Male,0.0,Instagram,1.0,5.83,10
49,Male,2.63,Facebook,3.0,5.07,11
46,Male,1.91,Facebook,2.0,5.17,27
27,Female,1.89,Facebook,4.0,8.58,27
38,Female,2.01,Facebook,3.0,6.16,20
33,Male,2.21,Facebook,2.0,6.71,27
64,Male,0.87,TikTok,6.0,6.5,23
36,Female,10.83,Twitter,1.0,7.22,25
46,Female,3.03,Instagram,10.0,6.5,7
35,Other,3.82,Telegram,8.0,6.5,5
61,Male,2.36,Telegram,8.0,7.12,9
33,Male,1.41,Facebook,8.0,5.58,19
18,Female,4.17,Instagram,9.0,6.59,0
65,Female,5.12,Facebook,5.0,5.8,5
19,Male,3.32,Facebook,7.0,4.25,9
32,Female,3.29,Twitter,7.0,5.31,13
56,Male,3.43,Instagram,3.0,8.51,0
45,Male,2.54,Telegram,5.0,5.66,6
18,Female,4.42,Twitter,8.0,6.26,2
22,Male,0.62,Twitter,6.0,8.62,29
59,Female,0.47,Instagram,5.0,8.09,16
39,Female,5.21,Facebook,7.0,4.2,2
53,Female,0.0,Twitter,3.0,5.61,17
63,Male,3.03,Facebook,10.0,4.96,6
30,Male,0.43,Twitter,8.0,9.61,8
18,Male,2.62,TikTok,6.0,7.29,24
33,Male,1.83,TikTok,6.0,6.69,11
58,Female,4.86,Facebook,2.0,7.95,2
39,Male,3.03,Telegram,8.0,5.29,29
49,Female,0.75,Instagram,3.0,6.5,24
33,Female,3.03,Facebook,3.0,3.67,2
32,Male,1.98,Telegram,4.0,5.68,29
63,Female,2.59,Twitter,8.0,9.4,16
59,Male,4.74,Facebook,7.0,5.23,30
29,Female,0.97,Facebook,6.0,6.5,23
18,Female,2.46,Telegram,7.0,9.44,9
34,Male,3.03,TikTok,3.0,6.27,14
58,Female,2.1,Twitter,2.0,3.81,30
24,Male,2.51,Facebook,5.0,4.7,31
26,Female,0.0,Twitter,7.0,7.07,0
39,Male,0.29,Twitter,7.0,5.52,24
43,Female,2.76,Instagram,7.0,6.54,17
29,Female,6.64,Facebook,5.0,5.21,22
24,Female,4.05,Facebook,4.0,8.32,19
63,Male,4.93,Facebook,3.0,6.35,22
64,Male,2.92,Facebook,1.0,6.95,23
32,Male,3.03,Facebook,1.0,3.95,5
55,Female,3.49,TikTok,6.0,6.5,18
38,Female,3.03,Instagram,5.0,5.03,29
31,Male,3.39,Instagram,2.0,8.34,4
19,Female,3.03,Telegram,4.0,6.61,24
25,Male,3.03,Telegram,3.0,8.36,31
62,Female,2.82,Facebook,9.0,6.25,20
54,Female,4.01,Telegram,4.0,6.5,12
54,Male,0.0,Twitter,9.0,4.88,0
50,Male,1.35,Telegram,6.0,7.33,8
58,Female,0.37,Instagram,5.0,3.89,24
23,Male,4.07,TikTok,10.0,6.5,26
43,Female,5.63,Telegram,1.0,5.53,1
56,Female,4.58,TikTok,7.0,6.5,26
58,Male,2.72,Instagram,7.0,5.79,0
54,Female,6.5,TikTok,9.0,6.71,1
31,Female,3.6,TikTok,4.0,6.01,28
54,Female,4.82,TikTok,9.0,8.45,2
25,Female,3.79,Telegram,5.0,5.78,19
56,Female,0.81,Facebook,5.0,5.71,20
30,Male,2.21,Instagram,4.0,4.9,11
30,Female,4.0,Instagram,1.0,6.13,1
57,Male,3.69,Telegram,5.0,5.45,27
60,Female,2.69,Instagram,6.0,3.01,7
45,Male,2.17,Twitter,5.0,5.13,18
35,Male,3.03,Instagram,6.0,4.12,6
36,Male,4.99,TikTok,4.0,6.54,12
55,Male,3.54,Twitter,6.0,5.13,29
49,Male,6.2,Facebook,4.0,8.19,11
39,Female,5.38,Telegram,6.0,6.41,28
19,Male,2.1,Facebook,9.0,6.62,11
30,Female,4.57,Twitter,4.0,6.5,15
40,Male,8.69,Telegram,4.0,8.95,11
42,Male,1.4,Instagram,2.0,5.54,1
28,Male,0.0,TikTok,6.0,6.47,5
50,Male,4.48,TikTok,6.0,7.1,29
41,Other,4.84,Facebook,9.0,6.69,9
19,Male,2.88,Facebook,3.0,4.56,23
47,Female,2.43,Twitter,6.0,5.56,14
34,Male,3.0,Facebook,4.0,3.58,30
57,Female,0.62,Twitter,8.0,6.5,2
51,Male,2.34,Instagram,8.0,5.15,2
55,Female,2.79,TikTok,7.0,5.55,6
22,Male,0.0,Twitter,1.0,7.94,17
65,Female,3.36,Facebook,9.0,5.5,31
57,Female,3.03,Instagram,1.0,5.4,28
33,Male,3.09,TikTok,8.0,5.9,9
30,Male,3.03,Facebook,2.0,6.27,18
43,Female,3.03,Twitter,6.0,7.02,16
48,Male,0.3,Twitter,2.0,4.66,8
56,Female,0.0,Telegram,10.0,7.59,18
65,Female,3.27,Facebook,8.0,5.06,20
40,Female,3.03,Facebook,9.0,6.45,12
65,Male,0.0,Telegram,4.0,5.81,25
29,Female,4.43,Twitter,10.0,6.69,21
31,Male,1.65,Facebook,3.0,6.93,4
35,Male,2.95,Twitter,7.0,6.5,17
44,Female,5.69,Facebook,2.0,6.5,4
45,Female,2.38,Instagram,3.0,7.28,22
35,Male,3.96,TikTok,8.0,5.4,12
33,Male,1.77,Facebook,9.0,4.63,7
33,Female,2.43,Telegram,10.0,6.06,12
30,Male,3.03,Telegram,2.0,6.22,24
46,Female,2.51,Instagram,10.0,6.83,26
26,Other,0.0,TikTok,8.0,3.71,16
43,Other,3.21,Twitter,2.0,8.83,22
45,Male,3.03,Instagram,4.0,5.28,21
58,Female,3.28,TikTok,2.0,8.32,27
30,Female,4.76,TikTok,1.0,6.65,27
53,Male,3.61,Telegram,5.0,4.76,4
26,Male,0.22,Twitter,8.0,5.87,12
64,Male,3.03,TikTok,10.0,7.35,0
31,Male,1.05,Instagram,8.0,6.84,15
29,Other,0.0,Facebook,6.0,6.21,3
49,Female,5.06,Instagram,5.0,6.44,30
55,Male,8.76,Telegram,2.0,4.92,11
20,Female,1.65,Instagram,10.0,5.59,6
33,Female,3.03,Twitter,4.0,7.51,30
37,Female,1.17,Facebook,5.0,5.22,1
49,Male,3.44,TikTok,6.0,4.55,13
40,Male,3.03,Twitter,4.0,6.5,29
34,Male,4.01,Instagram,1.0,9.09,12
33,Female,5.01,Telegram,7.0,8.18,13
55,Male,5.96,Instagram,10.0,6.34,10
36,Other,3.63,Instagram,9.0,6.78,21
47,Female,1.3,Twitter,3.0,8.52,19
51,Female,1.71,Facebook,1.0,5.13,1
31,Female,3.03,Twitter,3.0,6.5,28
39,Female,2.45,Instagram,4.0,5.86,10
61,Female,0.2,TikTok,2.0,5.91,1
34,Female,2.96,Telegram,6.0,7.62,31
32,Female,3.26,Facebook,3.0,4.64,24
49,Male,2.88,Instagram,7.0,10.0,23
38,Male,3.49,Instagram,5.0,7.61,20
57,Female,1.35,Instagram,9.0,4.84,28
50,Female,3.65,Telegram,7.0,7.5,0
52,Female,4.61,Facebook,9.0,6.18,2
33,Male,3.03,TikTok,4.0,7.69,1
45,Female,3.94,TikTok,3.0,7.31,30
51,Male,3.03,Telegram,3.0,8.54,10
64,Male,3.03,Telegram,6.0,3.55,24
18,Female,0.0,Twitter,9.0,9.54,3
65,Female,2.04,Telegram,5.0,6.31,28
48,Male,1.44,Telegram,1.0,8.21,16
53,Female,2.57,Instagram,6.0,6.46,30
61,Male,7.18,Telegram,2.0,7.7,17
50,Female,2.55,TikTok,6.0,6.89,29
50,Male,4.02,Telegram,4.0,8.41,22
35,Male,1.48,Instagram,5.0,8.26,18
40,Male,1.15,Telegram,2.0,4.94,0
40,Female,1.52,Facebook,7.0,6.17,10
32,Female,6.0,Telegram,8.0,7.01,12
43,Female,2.22,Facebook,4.0,4.16,5
47,Female,1.48,Telegram,4.0,6.2,21
42,Female,3.92,TikTok,3.0,6.26,1
62,Female,3.21,Facebook,2.0,6.5,16
56,Male,3.72,TikTok,1.0,8.24,10
62,Male,0.67,Instagram,7.0,6.5,20
31,Male,2.8,TikTok,5.0,6.45,23
34,Male,3.03,Telegram,4.0,8.41,12
29,Male,1.65,Telegram,9.0,6.75,22
46,Female,3.18,Twitter,8.0,6.19,3
49,Male,0.64,TikTok,9.0,7.41,27
41,Male,2.89,TikTok,6.0,7.21,22
30,Female,0.07,Twitter,1.0,5.44,2
37,Female,1.45,Facebook,8.0,5.06,31
32,Female,0.45,Instagram,2.0,7.31,15
21,Male,2.55,TikTok,5.0,8.29,16
51,Male,4.05,TikTok,1.0,5.23,24
45,Male,0.25,Twitter,1.0,4.32,25
19,Male,3.95,Instagram,10.0,7.08,9
64,Male,3.03,Twitter,8.0,8.67,8
47,Female,0.0,Twitter,2.0,6.63,9
43,Other,4.51,TikTok,9.0,3.72,6
64,Female,3.76,Telegram,10.0,6.5,29
43,Female,2.23,Facebook,3.0,7.34,2
37,Female,4.72,TikTok,3.0,7.52,7
59,Female,7.18,TikTok,8.0,7.88,30
45,Female,3.22,Instagram,10.0,6.5,31
37,Female,5.35,Facebook,10.0,7.46,13
28,Male,0.0,Instagram,7.0,6.95,10
27,Male,3.8,Instagram,8.0,6.6,27
40,Female,3.93,TikTok,2.0,5.17,27
58,Female,0.18,Facebook,10.0,7.42,28
36,Female,3.03,Twitter,5.0,9.22,13
62,Female,3.63,TikTok,2.0,6.5,12
35,Male,2.85,Facebook,10.0,5.56,5
23,Male,3.03,TikTok,9.0,6.65,31
27,Female,1.62,Facebook,8.0,7.02,2
19,Male,2.2,Twitter,6.0,6.46,17
41,Other,3.03,Instagram,2.0,4.75,21
55,Female,5.27,Twitter,5.0,6.5,28
45,Female,3.59,Facebook,2.0,5.99,0
45,Female,6.22,Instagram,6.0,5.39,0
62,Other,6.15,Twitter,4.0,6.62,26
56,Male,6.55,Instagram,2.0,6.5,31
19,Female,0.98,Twitter,8.0,7.45,10
63,Male,2.81,Facebook,7.0,5.35,4
22,Male,3.27,Telegram,5.0,6.75,21
28,Male,0.99,Instagram,6.0,4.96,10
27,Female,2.6,TikTok,10.0,6.39,5
19,Female,0.0,Telegram,1.0,7.18,5
32,Female,0.88,Telegram,7.0,7.31,16
56,Female,3.05,TikTok,5.0,5.14,30
58,Male,6.4,Twitter,8.0,5.04,8
54,Female,3.03,Instagram,2.0,5.26,16
24,Female,3.03,Instagram,6.0,6.17,25
37,Female,3.0,Instagram,5.0,6.73,25
51,Other,2.73,Facebook,5.0,6.5,6
52,Male,1.32,Twitter,6.0,3.68,12
51,Female,2.11,TikTok,10.0,4.64,13
39,Female,2.49,Facebook,1.0,8.61,27
48,Male,4.46,Twitter,1.0,8.83,22
40,Male,2.69,Telegram,7.0,8.77,15
36,Female,6.58,Telegram,8.0,5.55,25
21,Male,3.03,Facebook,3.0,7.59,27
41,Female,5.93,Instagram,5.0,7.03,12
37,Female,1.57,TikTok,6.0,4.82,28
56,Female,1.77,TikTok,9.0,4.68,3
45,Female,3.83,Telegram,4.0,7.65,0
56,Female,0.66,Twitter,8.0,5.55,18
34,Male,6.15,Telegram,3.0,8.19,3
36,Female,2.77,TikTok,4.0,6.79,12
65,Female,3.03,TikTok,7.0,4.04,5
52,Male,3.06,Twitter,7.0,5.63,21
49,Other,4.91,Facebook,5.0,6.49,9
64,Female,1.37,Telegram,1.0,6.8,21
63,Male,0.59,Facebook,7.0,7.74,26
64,Female,3.38,TikTok,5.0,7.24,28
63,Female,2.74,Instagram,1.0,5.52,21
56,Male,2.19,TikTok,2.0,6.31,24
52,Female,4.89,Twitter,6.0,7.92,29
47,Female,2.29,Telegram,9.0,6.77,19
34,Female,0.21,Facebook,4.0,6.18,3
59,Male,8.97,TikTok,4.0,5.99,18
64,Male,3.03,TikTok,5.0,8.95,11
46,Male,4.22,TikTok,10.0,9.09,28
23,Female,2.75,Telegram,5.0,9.64,9
34,Female,0.0,Instagram,2.0,7.87,28
34,Male,1.44,Telegram,1.0,5.69,30
31,Male,2.59,Telegram,7.0,5.79,30
41,Male,0.0,Twitter,6.0,7.6,10
54,Female,0.8,Telegram,2.0,4.61,20
56,Female,2.35,Instagram,10.0,5.51,17
49,Male,5.55,Facebook,1.0,6.5,28
53,Male,3.03,Telegram,8.0,5.12,16
54,Male,1.82,Facebook,4.0,6.5,21
65,Female,4.8,Twitter,1.0,6.77,19
31,Male,1.29,Instagram,5.0,6.07,18
44,Male,6.59,Twitter,2.0,10.0,24
36,Female,1.51,Facebook,6.0,4.82,13
48,Other,2.21,Instagram,10.0,5.6,12
63,Other,2.52,Instagram,8.0,4.55,6
26,Female,4.22,Telegram,8.0,6.15,27
55,Female,4.74,Telegram,5.0,7.54,9
34,Female,3.63,TikTok,1.0,5.85,21
36,Female,1.93,Telegram,9.0,8.14,28
61,Female,0.64,Telegram,2.0,5.66,10
21,Female,3.7,Telegram,5.0,6.5,21
65,Male,4.08,Twitter,7.0,5.33,11
28,Male,4.77,Facebook,5.0,7.18,5
39,Male,0.34,Facebook,6.0,7.49,20
21,Female,3.06,Facebook,3.0,6.95,8
34,Female,0.53,Facebook,8.0,5.18,24
25,Female,3.29,Instagram,6.0,7.2,30
63,Male,1.86,TikTok,2.0,6.96,5
28,Other,5.62,Twitter,10.0,5.22,30
48,Male,5.25,Facebook,5.0,8.61,2
28,Male,3.42,TikTok,6.0,6.32,14
55,Female,1.82,TikTok,1.0,9.41,7
38,Male,4.45,Twitter,9.0,7.68,12
63,Male,4.8,Facebook,4.0,5.83,18
47,Male,2.96,Telegram,4.0,6.25,30
27,Male,4.62,Instagram,8.0,8.19,18
43,Female,3.03,Facebook,6.0,8.39,31
44,Male,1.93,Twitter,5.0,6.6,0
25,Male,3.6,Instagram,1.0,4.19,22
56,Male,3.03,Instagram,5.0,7.86,26
25,Female,1.08,TikTok,2.0,6.56,27
25,Male,0.0,TikTok,2.0,8.89,6
51,Male,3.03,Telegram,7.0,8.13,24
33,Male,1.94,Instagram,7.0,4.45,29
58,Male,5.63,Twitter,4.0,6.19,26
30,Male,0.0,TikTok,2.0,7.3,25
40,Female,7.98,Telegram,1.0,6.5,21
29,Other,3.03,Twitter,6.0,7.13,7
44,Female,3.58,TikTok,7.0,6.14,14
39,Female,0.57,Telegram,8.0,6.42,25
49,Male,3.03,Facebook,7.0,3.71,24
44,Female,1.69,Instagram,2.0,7.41,1
19,Male,1.16,Telegram,1.0,6.95,8
62,Female,2.38,TikTok,9.0,7.66,12
50,Male,0.0,Instagram,1.0,5.63,17
43,Female,6.88,Telegram,1.0,7.99,30
45,Female,2.46,Twitter,3.0,7.87,23
36,Male,5.37,Telegram,6.0,6.44,24
60,Male,8.81,Twitter,8.0,5.41,29
22,Female,1.6,Twitter,10.0,5.0,29
50,Male,3.03,Telegram,4.0,7.97,3
37,Female,3.95,Twitter,8.0,6.9,27
47,Male,0.49,Telegram,10.0,7.09,13
62,Male,15.11,Telegram,2.0,8.66,10
55,Male,2.15,Facebook,4.0,5.71,24
61,Female,3.25,Instagram,1.0,8.67,15
18,Female,2.6,TikTok,4.0,5.96,16
20,Female,5.06,Twitter,4.0,6.5,22
63,Female,1.62,Instagram,5.0,6.5,9
43,Male,2.25,Twitter,1.0,6.5,19
48,Male,0.19,Telegram,7.0,7.19,22
25,Male,2.05,TikTok,6.0,8.15,22
60,Other,4.93,Telegram,9.0,9.99,17
63,Male,2.77,Instagram,8.0,6.62,5
25,Male,1.77,Instagram,5.0,5.9,29
52,Female,0.0,Twitter,8.0,4.82,26
56,Other,0.0,Telegram,5.0,7.45,0
45,Female,0.28,Facebook,7.0,5.45,14
21,Male,3.1,Facebook,7.0,6.62,9
33,Female,6.6,TikTok,10.0,7.23,27
30,Male,3.03,Instagram,6.0,5.8,11
37,Female,2.74,Facebook,4.0,8.41,17
22,Male,4.56,Twitter,10.0,6.5,6
54,Male,1.95,TikTok,5.0,7.36,16
41,Male,4.45,Telegram,8.0,6.54,31
53,Female,4.81,Facebook,9.0,6.23,23
51,Female,0.68,Twitter,3.0,8.11,12
65,Male,5.12,TikTok,10.0,7.66,14
51,Female,0.23,Facebook,2.0,8.88,13
36,Male,5.44,Instagram,3.0,6.5,9
34,Male,4.76,Twitter,2.0,6.51,9
22,Female,5.54,Instagram,7.0,6.1,26
42,Male,7.11,Telegram,1.0,4.39,11
35,Male,1.31,Instagram,2.0,6.42,1
25,Male,4.66,Telegram,4.0,7.04,0
44,Female,0.5,Instagram,8.0,6.47,22
32,Female,1.78,TikTok,3.0,4.77,17
62,Male,6.84,TikTok,10.0,4.72,16
30,Male,4.51,TikTok,1.0,7.24,0
33,Male,1.75,Telegram,9.0,6.74,1
39,Male,1.2,Facebook,4.0,6.5,4
37,Male,2.97,Telegram,6.0,7.64,31
30,Male,1.47,TikTok,10.0,6.88,28
37,Female,0.0,Twitter,3.0,5.85,21
19,Female,2.75,TikTok,10.0,4.36,14
52,Male,0.38,Instagram,7.0,6.9,21
64,Female,1.93,Instagram,6.0,9.53,8
36,Female,6.51,Instagram,5.0,6.18,20
62,Female,2.07,TikTok,10.0,7.01,14
23,Female,4.32,Instagram,8.0,6.69,12
31,Female,3.28,Twitter,5.0,9.01,14
21,Male,5.02,TikTok,8.0,5.47,29
39,Female,3.0,Telegram,1.0,6.04,31
56,Male,3.07,Telegram,1.0,8.25,8
53,Female,3.62,Telegram,9.0,7.44,7
51,Male,5.48,Telegram,10.0,4.3,19
44,Female,0.79,TikTok,6.0,7.26,15
24,Female,5.12,Instagram,2.0,5.64,8
20,Female,3.03,TikTok,3.0,6.5,17
64,Male,4.59,Twitter,1.0,5.47,27
50,Male,0.54,Twitter,9.0,3.23,11
19,Male,1.41,Telegram,3.0,6.69,26
59,Male,0.0,TikTok,3.0,7.45,25
33,Male,1.64,Telegram,2.0,7.11,14
42,Female,2.62,Twitter,10.0,6.05,2
41,Female,1.61,TikTok,3.0,7.52,15
32,Female,3.6,Telegram,3.0,5.08,17
48,Male,5.01,Telegram,3.0,6.98,6
31,Female,2.82,Instagram,1.0,5.27,11
31,Other,16.98,TikTok,5.0,5.93,7
23,Male,2.54,Facebook,8.0,7.12,7
31,Female,1.69,Facebook,10.0,6.29,17
34,Female,2.32,Facebook,8.0,5.26,0
37,Male,4.37,Telegram,7.0,7.42,24
34,Female,4.86,TikTok,10.0,7.85,2
33,Male,3.03,TikTok,7.0,8.69,17
57,Female,1.61,TikTok,1.0,6.5,27
56,Female,0.0,Facebook,1.0,7.86,17
49,Female,1.06,Twitter,10.0,6.5,26
61,Male,3.6,Instagram,2.0,5.08,22
26,Male,2.23,Instagram,7.0,7.61,11
44,Male,2.49,Facebook,3.0,4.9,11
63,Female,0.0,Twitter,6.0,6.5,31
50,Male,3.03,Telegram,4.0,6.28,2
27,Male,3.03,Facebook,4.0,5.64,16
34,Male,0.0,Instagram,8.0,8.09,24
53,Female,0.0,Twitter,4.0,6.44,8
34,Male,0.4,Telegram,4.0,5.68,22
35,Other,3.42,TikTok,8.0,7.04,30
40,Female,1.09,Instagram,4.0,6.83,5
51,Female,4.53,Twitter,7.0,6.5,20
25,Male,4.9,Instagram,6.0,4.58,3
30,Male,0.13,Facebook,7.0,6.18,17
40,Male,4.69,Facebook,8.0,4.51,22
37,Male,4.83,Telegram,5.0,9.7,0
64,Male,2.48,TikTok,3.0,8.25,29
40,Male,5.11,Twitter,9.0,6.28,30
58,Female,6.27,Facebook,6.0,6.47,23
52,Male,2.84,Instagram,8.0,5.55,12
20,Male,3.5,Telegram,10.0,8.41,5
51,Male,4.43,Twitter,8.0,5.05,1
50,Female,6.58,Telegram,9.0,4.55,30
63,Female,5.58,Facebook,2.0,6.5,18
34,Female,2.0,TikTok,7.0,6.5,23
62,Male,5.52,Instagram,5.0,8.06,25
36,Male,0.0,TikTok,8.0,6.5,6
47,Female,4.06,Facebook,5.0,6.32,7
40,Female,8.69,Facebook,4.0,5.87,18
32,Female,0.49,Twitter,8.0,5.08,19
31,Female,2.68,Instagram,7.0,8.85,22
19,Male,2.01,Facebook,1.0,6.22,27
56,Female,2.32,Facebook,10.0,4.86,1
35,Female,4.89,TikTok,4.0,6.37,19
23,Female,4.73,TikTok,7.0,3.53,2
49,Female,4.36,TikTok,1.0,7.37,0
38,Male,3.45,Instagram,8.0,6.34,13
57,Female,4.54,Instagram,8.0,3.79,21
45,Other,1.87,TikTok,3.0,9.22,29
44,Male,4.21,Telegram,5.0,8.53,28
19,Male,3.03,TikTok,10.0,4.57,28
50,Female,1.6,Instagram,8.0,5.4,17
33,Male,2.91,Instagram,6.0,9.11,24
56,Female,3.19,Telegram,5.0,8.41,29
39,Male,2.73,Instagram,9.0,6.04,30
60,Female,1.98,Telegram,9.0,6.5,23
64,Male,1.46,Facebook,10.0,4.65,14
30,Male,1.04,Telegram,2.0,4.04,29
19,Female,2.51,TikTok,1.0,8.29,13
31,Female,3.3,Instagram,3.0,4.28,25
55,Male,6.09,Twitter,5.0,6.5,6
58,Male,0.0,Facebook,10.0,5.93,12
24,Female,6.94,Twitter,3.0,6.94,21
35,Female,3.03,Facebook,1.0,4.42,18
58,Female,6.68,Instagram,4.0,5.56,12
53,Male,6.26,Facebook,3.0,5.57,29
58,Female,3.24,Instagram,1.0,8.98,25
53,Female,2.57,Telegram,10.0,5.58,17
61,Female,1.71,Twitter,4.0,5.38,16
21,Female,2.31,Twitter,3.0,6.33,24
47,Female,2.52,Twitter,8.0,6.17,26
41,Female,2.27,TikTok,10.0,5.51,22
37,Female,2.02,Telegram,8.0,4.19,0
63,Female,7.51,Facebook,4.0,9.1,23
48,Female,2.87,TikTok,1.0,6.75,2
41,Female,3.03,TikTok,6.0,5.83,2
24,Female,3.71,Twitter,2.0,7.33,8
43,Male,5.79,TikTok,4.0,8.51,28
30,Male,1.84,TikTok,2.0,6.5,19
22,Female,3.64,Twitter,7.0,6.5,18
61,Male,2.24,Instagram,1.0,6.95,21
30,Male,3.03,Facebook,1.0,3.0,26
46,Male,6.15,TikTok,8.0,8.74,24
37,Male,3.57,TikTok,1.0,5.96,10
31,Male,4.7,Facebook,9.0,5.3,1
49,Female,3.61,Instagram,10.0,6.31,13
44,Female,9.85,Telegram,8.0,8.3,13
42,Female,3.67,Instagram,9.0,8.8,1
21,Male,7.75,Instagram,1.0,6.39,26
38,Female,5.92,Telegram,9.0,6.94,26
35,Female,3.31,Twitter,9.0,7.74,14
56,Male,3.03,Facebook,5.0,4.23,0
55,Female,4.53,Twitter,4.0,6.24,1
65,Female,4.12,Telegram,2.0,6.4,27
41,Female,1.27,Facebook,9.0,4.94,29
45,Female,1.45,Telegram,5.0,7.46,18
38,Male,6.16,Twitter,4.0,6.54,1
33,Female,0.42,TikTok,8.0,7.07,17
52,Male,3.58,Instagram,7.0,3.0,6
34,Male,2.06,Instagram,9.0,7.35,28
26,Male,3.85,TikTok,9.0,5.28,6
52,Male,5.83,Twitter,1.0,5.56,31
46,Male,6.63,Twitter,4.0,7.18,10
56,Female,0.21,Telegram,2.0,6.5,31
35,Female,2.45,Twitter,8.0,6.79,14
29,Female,4.54,Twitter,8.0,7.77,18
36,Female,5.24,Twitter,6.0,7.5,24
65,Female,0.0,Instagram,10.0,6.4,5
39,Female,2.11,Instagram,4.0,5.83,1
32,Male,6.85,TikTok,2.0,3.69,8
18,Female,2.24,Facebook,6.0,6.23,10
19,Male,4.86,TikTok,4.0,5.6,7
25,Male,3.03,Instagram,10.0,4.97,4
26,Male,2.53,TikTok,5.0,5.85,12
26,Male,0.0,Telegram,10.0,7.51,0
30,Female,0.0,Telegram,7.0,6.67,10
23,Male,2.43,Telegram,1.0,5.09,20
47,Male,3.03,Instagram,2.0,8.2,27
32,Male,1.41,Facebook,1.0,8.3,18
32,Other,4.2,TikTok,9.0,6.31,4
24,Male,0.99,Facebook,4.0,4.7,7
28,Female,4.61,Twitter,3.0,6.5,15
57,Female,5.7,Instagram,4.0,6.5,27
57,Female,0.58,TikTok,10.0,6.5,10
65,Other,3.03,TikTok,10.0,8.14,0
56,Female,3.03,Telegram,10.0,9.5,3
27,Male,3.05,Instagram,3.0,9.08,14
61,Male,0.32,Telegram,5.0,5.11,15
24,Female,6.25,Twitter,2.0,7.71,2
57,Female,3.87,Instagram,5.0,7.28,10
56,Female,3.2,Facebook,6.0,7.15,3
21,Female,0.57,Instagram,1.0,4.83,31
52,Male,0.0,Instagram,3.0,6.95,9
64,Male,3.26,Twitter,4.0,4.04,31
53,Female,3.83,Telegram,4.0,4.92,21
48,Male,6.17,TikTok,6.0,3.75,30
42,Male,4.57,Instagram,8.0,6.5,7
58,Female,3.03,TikTok,9.0,5.59,0
30,Male,4.19,Twitter,4.0,8.74,28
35,Male,3.03,TikTok,3.0,5.76,12
38,Female,0.81,Facebook,8.0,8.26,1
65,Female,4.42,TikTok,9.0,6.22,28
18,Male,2.56,Twitter,4.0,5.36,5
53,Female,3.44,TikTok,5.0,5.34,28
25,Female,4.53,Facebook,8.0,6.26,31
38,Male,3.03,Facebook,6.0,9.54,28
60,Male,2.79,Instagram,4.0,6.89,25
38,Female,1.21,Facebook,3.0,6.5,13
44,Female,4.97,Twitter,10.0,8.67,23
36,Female,5.11,Facebook,10.0,5.82,4
60,Male,5.83,Twitter,5.0,6.07,27
52,Male,3.69,Facebook,6.0,7.92,26
57,Male,3.17,TikTok,1.0,5.16,2
59,Male,4.45,Twitter,5.0,5.31,27
65,Female,3.94,Telegram,6.0,5.31,25
22,Female,1.44,TikTok,1.0,5.8,2
58,Male,4.69,TikTok,4.0,10.0,15
25,Male,0.0,Facebook,4.0,5.53,9
28,Male,5.86,TikTok,2.0,6.5,3
33,Female,4.67,Telegram,10.0,5.15,1
56,Female,3.03,Facebook,5.0,5.03,18
64,Female,4.32,Telegram,8.0,6.45,20
41,Male,4.51,Instagram,4.0,8.93,23
38,Male,4.22,Instagram,5.0,6.23,10
40,Male,3.71,Twitter,2.0,6.59,7
55,Other,0.52,TikTok,2.0,8.75,13
64,Female,3.03,Telegram,6.0,4.52,12
25,Female,0.44,Facebook,6.0,6.5,23
24,Female,3.03,Instagram,2.0,3.0,26
19,Female,0.0,Facebook,3.0,6.43,1
47,Male,3.41,Telegram,3.0,6.2,4
30,Male,2.3,TikTok,4.0,6.52,20
40,Female,0.35,Instagram,9.0,6.64,29
46,Male,7.24,Twitter,1.0,6.17,25
55,Male,0.22,Telegram,9.0,8.58,2
54,Female,2.91,Facebook,1.0,6.84,24
37,Female,2.77,TikTok,6.0,6.5,18
50,Female,1.35,Instagram,10.0,8.26,31
46,Male,3.03,Telegram,6.0,7.37,15
32,Male,3.12,Instagram,1.0,5.96,3
40,Female,2.56,Telegram,4.0,5.59,27
59,Female,0.0,Instagram,4.0,4.75,8
20,Female,1.85,Instagram,1.0,6.29,8
54,Female,4.12,TikTok,10.0,5.55,31
46,Female,1.91,Facebook,9.0,6.19,5
62,Male,1.99,TikTok,9.0,5.13,22
25,Male,2.28,Telegram,10.0,8.42,28
46,Female,5.43,Facebook,2.0,7.08,13
19,Male,3.65,Twitter,4.0,4.93,21
58,Female,4.32,Instagram,6.0,7.25,5
62,Female,5.23,Instagram,1.0,5.95,24
18,Male,4.23,Twitter,5.0,4.91,11
61,Female,1.91,Twitter,8.0,6.67,10
37,Female,2.53,Facebook,5.0,7.91,16
38,Female,3.03,Facebook,6.0,4.45,29
54,Female,6.0,Telegram,6.0,7.7,27
25,Male,0.17,Telegram,3.0,7.57,13
44,Male,2.81,TikTok,7.0,6.97,25
64,Male,2.91,TikTok,9.0,6.5,5
52,Female,1.05,Instagram,4.0,7.03,29
23,Female,2.32,Instagram,7.0,7.44,1
62,Female,1.78,Instagram,9.0,8.03,7
61,Male,5.18,TikTok,2.0,6.03,11
36,Female,2.76,Facebook,8.0,8.46,16
